stove_details_name,details_manu,details_web,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,stove_feed_min,stove_feed_max,stove_feed_average,stove_price_min,stove_price_max,stove_price_average,iso_co_sd_min,iso_co_sd_max,iso_co_sd_average,iso_pm_sd_min,iso_pm_sd_max,iso_pm_sd_average,iso_eff_char_sd_min,iso_eff_char_sd_max,iso_eff_char_sd_average,iwa_co_sd_min,iwa_co_sd_max,iwa_co_sd_average,iwa_pm_sd_min,iwa_pm_sd_max,iwa_pm_sd_average,iwa_co_low_sd_min,iwa_co_low_sd_max,iwa_co_low_sd_average,iwa_pm_low_sd_min,iwa_pm_low_sd_max,iwa_pm_low_sd_average,iwa_eff_sd_min,iwa_eff_sd_max,iwa_eff_sd_average
TERI SPFB-0514C,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPMETAL TERI SPFC-1114,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Door Deluxe Cookstove,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,,11.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-Door Eco Ceramic Cookstove,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,,9.21,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Door Eco Ceramic Cookstove,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-Door Deluxe Cookstove,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,,10.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARI - Paribesh Chula,,,,,,,,7.0,Both,0.75,1.0-5.0,All,,450.0/450.0/400.0,3.95,Ceramic Dust and Mould Metal Sheet Electronics Circuitry and BOS,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traditional Nepal Mud Single Burner,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliac Solar Cooker,Heliac,http://www.heliac.dk/,,,,,,5.0,Both,5.0,1.0-10.0,"rice, pap, potatoes, stew, pancakes, fried vegetables and beans",17.0-35.0,,12.0,Wood or metal profiles for building the cooker frame,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,17.0,35.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
EfCoiTa Sawdust stove,Community Habitat Environmental Management (CHEMA),http://www.ingenieure-ohne-grenzen.org/de/Regionalgruppen/Berlin/Projekte/Effizientes-Kochen-in-Tansania-EfKoiTa,,,,,,2.0,Both,10.0,3.0-6.0,Rice and Beans,10.0-15.0,200.0/200.0/400.0,6.0,Metal sheets - thickness 0.7-1.0mm Hammer and Rivets,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,10.0,15.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,
Luxor CP500,BriteLyt Inc,http://www.britelyt.com/,,,,,,,Flat bottom,10.0,5.0-10.0,"Soup, water",45.0-50.0,200.0/175.0/320.0,1.5,Hand Wrench,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,10.0,7.5,45.0,50.0,47.5,,,,,,,,,,,,,,,,,,,,,,,,
TES Smokeless Grill,TES USA,,,,,,,,Flat bottom,22.0,50.0-100.0,"meat, chicken, fish, vegetables, rice, potatoes and others",500.0-5000.0,1350.0/540.0/1014.0,35.0,"bricks, metal, steel tubes",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,50.0,100.0,75.0,500.0,5000.0,2750.0,,,,,,,,,,,,,,,,,,,,,,,,
Shakti Chula V.3,Future Carbon Ltd.,http://www.futurecarbon.co.uk/,,,,,,8.0,Both,65.0,5.0-22.0,"Rice, meat, vegetable & all kinds of regular meal",58.0-63.0,609.0/330.0/317.0,8.9,"Stainless Steel, Cast Iron, Galvanized Plate/Iron, Glass wool.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,22.0,13.5,58.0,63.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Institutional stove,Himalayan Naturals Private Limited,,,,,,,5.0,Flat bottom,1000.0,10.0-100.0,cooking at restaurant and small cottage enterprises,50.0-400.0,1200.0/1000.0/2000.0,14.0,"Iron, fire blanket, steel sheet, fire clay",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,100.0,55.0,50.0,400.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,
Top Load Fan Stove,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,3.0,Flat bottom,10.0,5.0-15.0,Any food that can be cooked in a pot at low or high power.,20.0-20.0,260.0/260.0/370.0,5.7,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,15.0,10.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
Rahisi Stove (Prototype),,,,,,,,10.0,Flat bottom,,10,,0,4400.0/3500.0/nan,20.0,2 tire rims + 40cm x 100cm piece of roofing tin,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,,10.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5 Star Stove Basic,5 Star Stoves,http://5starstoves.com/,,,,,,5.0,Both,20.0,4.0-6.0,,25.0-25.0,,,A required workshop set-up is part of the programme,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Green Stove,Locally manufactured,,,,,,,3.0,Both,25.0,40.0-50.0,Any food,30.0-40.0,33.0/33.0/38.0,7.8,M.S. Sheet.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,40.0,50.0,45.0,30.0,40.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
Small Mashesha Stove,Sustainability Professionals,,,,,,,5.0,Both,10.0,1.0-10.0,"stew, porridge, soup, beans, vegetables, rice",66,380.0/380.0/500.0,15.0,Sheet metal workshop resources,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,66.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,
Envirofit Z-3000,Envirofit International,http://www.envirofit.org/,,,,,,,,,,,,247.0/247.0/259.0,3.48,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Eco Stove,Earth Industries,http://globalecostove.com/,,,,,,1.0,Round bottom,,1.0-15.0,All types of foods,42.0-50.0,262.0/236.0/328.0,5.94,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,42.0,50.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,
Combined Clay Metal Portable Stove,Locally manufactured,,,,,,,1.0,Both,20.0,1.0-2.0,All types,8.0-10.0,300.0/300.0/250.0,3.0,Clay and M.S.sheet,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,2.0,1.5,8.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
EconoJiko,Locally manufactured,,,,,,,2.0,Both,10.0,7.0-10.0,"maize porridge, beans",7,250.0/250.0/nan,9.0,"Two conical metal moulds of different in size, a piece of curved wood, pieces of conduit pipe, cement and crushed locally burnt bricks.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,7.0,10.0,8.5,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
Chispa Plancha,Soluciones Apropiadas,http://www.solucionesapropiadas.com/,,,,,,5.0,Both,15.0,1.0-6.0,Typical foods cooked in pots and tortillas using the plancha,150.0-200.0,1200.0/800.0/850.0,90.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,150.0,200.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,
RamTara Stove,RamTara Engineering Company,http://www.ramtara.com,,,,,,3.0,Both,,1.0-6.0,,35.0-75.0,250.0/250.0/250.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,35.0,75.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,
Envirofit CH-4400,Envirofit International,http://www.envirofit.org/,,,,,,,,,,,,229.0/313.0/282.0,3.4,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envirofit B-1200,Envirofit International,http://www.envirofit.org/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simi Twin Stove,Simi Stove Ltd,https://www.simistove.com/,,,,,,3.0,Both,10.0,1.0-8.0,"Stews, curries, beans, lentils, vegetables",25.0-28.0,450.0/270.0/105.0,1.04,None,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,25.0,28.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,
Wonder Stove - Haja Posseh-2/3,Westwind Energy,http://www.westwindenergy.sl/,,,,,,5.0,Both,20.0,1.0-10.0,"Boiled, Fried, or Stewed foods",,nan/350.0/400.0,10.5,"Metal sheets, ceramic",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonder Stove - Haja Posseh-4/5,Westwind Energy,http://www.westwindenergy.sl/,,,,,,5.0,Both,75.0,50.0-300.0,"Boiled, Fried, Stewed foods",,nan/650.0/520.0,,"Metal sheet, Clay",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,50.0,300.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonder Institutional Rocket Stove,Westwind Energy,http://www.westwindenergy.sl/,,,,,,5.0,Round bottom,100.0,50.0-300.0,"Boiled, Fried, Stewed foods",,,,"Metal sheets, metal pipes, metal bar, clay",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,50.0,300.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashesha/Syngas stoves - Discontinued,Sustainability Professionals,,,,,,,4.0,Flat bottom,70.0,100.0-280.0,"Maize meal, vegetables, stews, soups",152.0-176.0,500.0/500.0/650.0,18.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,100.0,280.0,190.0,152.0,176.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,
LPG Burner/ Stove-India,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerosene Burner/ Stove-India,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karve natural draft gasifier stove,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Stove with Skirt,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charcoal Jiko,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large Mashesha Stove,Sustainability Professionals,,,,,,,,Both,50.0,,"stew, porridge, soup, beans, vegetables, rice",120,500.0/500.0/520.0,20.0,Sheet metal workshop resources,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,120.0,,120.0,,,,,,,,,,,,,,,,,,,,,,,,
Size 20 Mashesha Catering Stove,Sustainability Professionals,,,,,,,4.0,Both,70.0,20.0-200.0,"stew, porridge, soup, beans, vegetables, rice",200,700.0/700.0/530.0,37.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,20.0,200.0,110.0,200.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,
Eco Efficient Stove (3 E) / Estufa Eco Eficiente (3E),,,,,,,,10.0,Both,60.0,10.0-200.0,all food,500.0-1000.0,900.0/900.0/900.0,70.0,"metals, ceramics, cement / metales, cerámica , cemento",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,200.0,105.0,500.0,1000.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,
Biswas Chula,Atmabiswas Souro Shakti Ltd.,http://atmabiswasassl.com/,,,,,,10.0,Both,30.0,10.0-15.0,Every type of traditional food cooked in Bangladesh,42.0-50.0,304.0/254.0/271.0,9.55,"SS Sheet, Power Bank, Fan",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,15.0,12.5,42.0,50.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,
Mashesha Fire Pit / Braai,Sustainability Professionals,,,,,,,2.0,Both,70.0,2.0-100.0,"Stews, rice, maize meal, braai meat, chicken, vegetables, beans",267.0-300.0,550.0/550.0/700.0,48.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,100.0,51.0,267.0,300.0,283.5,,,,,,,,,,,,,,,,,,,,,,,,
Size 30 Mashesha Catering Stove,Sustainability Professionals,,,,,,,4.0,Both,100.0,20.0-300.0,"stew, porridge, soup, beans, vegetables, rice",250,900.0/900.0/530.0,68.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,20.0,300.0,160.0,250.0,,250.0,,,,,,,,,,,,,,,,,,,,,,,,
Haines Solar Cooker 1,Haines Solar Cookers,http://https//www.hainessolarcookers.com,,,,,,5.0,Both,6.0,1.0-8.0,"Corn, rice, legumes, squash, chicken, cake, bread",20.0-45.0,760.0/360.0/510.0,0.6,"MPET Foam Insulation; clear polycarbonate film, grommets, velcro, templates, box cutter",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,20.0,45.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,
Haines 2,Haines Solar Cookers,http://https//www.hainessolarcookers.com,,,,,,5.0,Both,12.0,1.0-12.0,"corn, rice, beans, vegetables, chicken, bread, cakes",50.0-100.0,900.0/900.0/700.0,0.8,"MPET reflective foam insulation, polycarbonate sheet",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,50.0,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
All Season Solar Cooker,SolCookLLC,http://www.allseasonsolarcooker.com/,,,,,,10.0,Both,4.0,1.0-12.0,"Beans, rice, stews, meats, pasta, breads, anything stove top or oven except frying",87.0-87.0,,1.0,"Reflective foil, glue, flat surface (cardboard, panel board, bamboo/reed/grass/palm mat. Knife",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,87.0,87.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,
